createdat,createdby,modifiedat,modifiedby,codigo,codigoplancuenta,areafuncional_codigo,descripcion,grupoplancuenta_codigo,moneda_code,pospresupestaria,tipo,sociedadfi_codigo,tipocuenta,clasecosto,regla,esquema,historico
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1152010001,PUCA,"",Inventario De Repuestos,I115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1152010002,PUCA,"",Inventario De Suministros,I115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1152010003,PUCA,"",Inventario De Combustibles Y Lubricantes,I115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1152505001,PUCA,"",Mercaderías,F115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1153005001,PUCA,"",Provisión Pérdidas De Inventario,V115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1153505001,PUCA,"",Inventario En Transito (EM/RF),C115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1154010001,PUCA,"",Producción Y Manejo De Café,C115,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1160505001,PUCA,"",Huevos En Incubacion (WIP),A116,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1160505002,PUCA,"",Cria Y Levante (WIP),A116,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1160505003,PUCA,"",Aves En Engorde (WIP),A116,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1160510001,PUCA,"",Pollito De Un Dia,A116,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1160510002,PUCA,"",Inventarios De Aves Vivas,A116,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1160510003,PUCA,"",Reproductores De Un Día,A116,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1160510004,PUCA,"",Inventario De Aves Reproductoras,A116,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1160510005,PUCA,"",Inv Aves De Descarte (Rastro/Venta En Pie),A116,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170505001,PUCA,"",Seguros  Pagados Por Anticipados,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170505002,PUCA,"",Arrendamientos  Pagados Por Anticipados,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170505999,PUCA,"",Otros Gastos Pagados Por Anticipados,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170510001,PUCA,"",Créditos Fiscales Por Aplicar,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170515001,PUCA,"",Depósitos En Garantía,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170515002,PUCA,"",Reclamaciones A Compañias Aseguradoras,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170515003,PUCA,"",Otras Reclamaciones A Terceros,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170520001,PUCA,"",Cuenta Transitoria Deudores,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170520002,PUCA,"",Cuenta Transitoria Granja Quebrada Honda,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170520003,PUCA,"",Variación Cambiaria Deudores,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170520004,PUCA,"", Cont.Valor Adq. Alta,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170520005,PUCA,"",Cuenta transitoria de nomina,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1170520006,PUCA,"",Cuenta transitoria de Bancos,A117,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210505001,PUCA,"",Terrenos,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210505002,PUCA,"",Edificaciones,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210505003,PUCA,"",Instalaciones,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210505004,PUCA,"",Galeras,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210505005,PUCA,"",Silos,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210505006,PUCA,"",Maquinaria Y Equipo,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210505007,PUCA,"",Mobiliario Y Equipo,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210505008,PUCA,"",Equipos De Computación,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210505009,PUCA,"",Flota De Transporte,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210505010,PUCA,"",Activo Fijo En Comodato,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210505011,PUCA,"",Mejoras A La Propiedad Arrendada,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210510001,PUCA,"",Dep. Acum. Edificaciones,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210510002,PUCA,"",Dep. Acum. Instalaciones,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210510003,PUCA,"",Dep. Acum. Galeras,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210510004,PUCA,"",Dep. Acum. Silos,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210510005,PUCA,"",Dep. Acum. Maquinaria Y Equipo,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210510006,PUCA,"",Dep. Acum. Mobiliario Y Equipo,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210510007,PUCA,"",Dep. Acum. Equipos De Computación,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210510008,PUCA,"",Dep. Acum. Flota De Transporte,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210510009,PUCA,"",Dep. Acum. Activo Fijo En Comodato,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1210510010,PUCA,"",Mejoras A La Propiedad Arrendada,P121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1211005001,PUCA,"",Obras En Proceso,C121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1211505001,PUCA,"",Activo Biologico Aves Reproductoras,C121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1211510001,PUCA,"",Agot. Acum.A.B. Aves Reproductoras,C121,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1220505001,PUCA,"",Programas,A122,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,1221005001,PUCA,"",Amortizacion Acum. Programas,I122,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2110505001,PUCA,"",Obligaciones Financ - Bancos Nac Sobregiros,O211,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2110505002,PUCA,"",Obligaciones Financ - Bancos Ext Sobregiros,O211,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2110510001,PUCA,"",Obligaciones Financ - Pagares Nacional,O211,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2110510002,PUCA,"",Obligaciones Financ - Pagares Del Exterior,O211,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2120505001,PUCA,"",Proveedores Locales,P212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2120505002,PUCA,"",Proveedores Extranjeros,P212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2120510001,PUCA,"",Proveedores Empresas Asociadas,P212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2120510002,PUCA,"",Cuentas Por Pagar Accionistas O Socios,P212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2120515001,PUCA,"",Cuentas Por Pagar Empleados,P212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2120515002,PUCA,"",Compensación Uso De Vehiculo Por Pagar,P212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2120515003,PUCA,"",Cuentas Por Pagar Otros Entes,P212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121005001,PUCA,"",Retención Por Embargos Judiciales,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121005002,PUCA,"",Retención De ISR A Empleados,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121005003,PUCA,"",Retención IHSS Por Pagar,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121005004,PUCA,"",Retención RAP - Prestamos Por Pagar,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121005005,PUCA,"",Retención RAP- FOSOVI ,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121005006,PUCA,"",Retención Rap AFP - Solidaria Por Pagar,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121005007,PUCA,"",Retención AFP - Atlantida Por Pagar,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121005008,PUCA,"",Retención Por Obligaciones De Empleados,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121005009,PUCA,"",Retención Impuesto Vecinal,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121010001,PUCA,"",Aportes IHSS Por Pagar,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121010002,PUCA,"",Aportes INFOP Por Pagar,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121010003,PUCA,"",Aportes AFP -  Atlantida Por Pagar,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121010004,PUCA,"",Aporte RAP AFP - Solidaria Por Pagar,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121010005,PUCA,"",Prima Por Antigüedad,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121010006,PUCA,"",Aporte RAP- FOSOVI Por Pagar,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121010007,PUCA,"",Aporte RAP- FOVIIF Por Pagar,R212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121505001,PUCA,"",Impuesto S/Ventas Cobrado,I212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121505002,PUCA,"",Retención ISR S/Honorarios,I212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121505003,PUCA,"",Retención ISR Extranjeros,I212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121505004,PUCA,"",Retencion Del 1% Proveedores,I212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121505005,PUCA,"",Retención Del 15% ISV Proveedores,I212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121505006,PUCA,"",Retención Accionistas,I212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121505007,PUCA,"",Impuesto S/Renta Por Pagar,I212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121505008,PUCA,"",Aportación Solidaria Por Pagar,I212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121505009,PUCA,"",Impuesto Sobre Ganancias De Capital,I212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2121505010,PUCA,"",Retención / Asociaciones de Productores,I212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122005001,PUCA,"",Nominas Por Pagar,S212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122005002,PUCA,"",Decimotercero Por Pagar,S212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122005003,PUCA,"",Decimocuarto Por Pagar,S212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122005004,PUCA,"",Otras Obligaciones Laborales,S212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122010001,PUCA,"",Prestaciones Por Pagar,S212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122505001,PUCA,"",Servicios Publicos Por Pagar,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122510001,PUCA,"",Provisiones Y Acumulaciones,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122510002,PUCA,"",Provisión de Intereses S/Prestamos,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122510003,PUCA,"",Provisión de Seguros,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122510004,PUCA,"",Control de Importaciones,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122510005,PUCA,"",Préstamos de Materias Primas,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122510006,PUCA,"",Provisión de Intereses de Acreedores,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122510007,PUCA,"",Transitoria Cierre CO,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122510008,PUCA,"",Provision Re-valorización de Materiales en CeCos,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122510009,PUCA,"",Provision Re-valorización por Bonificaciones CeCos,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122510010,PUCA,"",Provisión de Gastos y otros,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2122510011,PUCA,"",Provisión de Finiquitos Laborales,V212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2123005001,PUCA,"",Anticipo De Clientes Nacionales,A212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2123005002,PUCA,"",Anticipo De Clientes Del Exterior,A212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2123005003,PUCA,"",Depositos Recibidos en Garantía,A212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2123505001,PUCA,"",Variación Cambiaria Obligaciones Financieras,C212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2123505002,PUCA,"",Variación Cambiaria Proveedores,C212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2123505003,PUCA,"",Compensación (Em-Rf) Nacional,C212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2123505004,PUCA,"",Compensacion Gastos De Importación,C212,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2210505001,PUCA,"",Obligaciones Financ - Pagares Nacional L/P,O221,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,2210505002,PUCA,"",Obligaciones Financ - Pagares Del Exterior L/P,O221,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,3110505001,PUCA,"",Capital Social Autorizado,C311,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,3120505001,PUCA,"",Reserva Legal,R312,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,3130505001,PUCA,"",Utilidad O Pérdida Del Ejercicio,E313,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,3131005001,PUCA,"",Utilidad O Pérdida De Ejercicios Anteriores,A313,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4110505001,PUCA,"",Ventas Aves Vivas,A411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4110505002,PUCA,"",Ventas Aves Reproductoras,A411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4110505003,PUCA,"",Ventas Aves Descarte,A411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4110505004,PUCA,"",Ventas Huevo De Consumo,A411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4110505005,PUCA,"",Ventas Huevo Fértil,A411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4110510001,PUCA,"",Ventas De Alimentos Para Animales ABA,A411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4110510002,PUCA,"",Ventas De Semielaborado ABA,A411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4110515001,PUCA,"",Ventas de Productos PPH,A411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111005001,PUCA,"",Venta De Pollo Entero,I411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111005002,PUCA,"",Venta De Pollo Partido,I411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111005003,PUCA,"",Venta de Pollo Deshuesado y cortes especiales,I411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111005004,PUCA,"",Venta De Pollo Ulterior,I411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111005005,PUCA,"",Venta De Pavipollo,I411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111005006,PUCA,"",Venta De Pavipollo Ulterior,I411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111005007,PUCA,"",Venta De Gallinas,I411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111005008,PUCA,"",Venta De Gallinas Ulterior,I411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111005009,PUCA,"",Ventas Subproducto Avícola,I411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111505001,PUCA,"",Descuentos Sobre Ventas Operacional Nacional,R411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111505002,PUCA,"",Rebajas Por Merma Operacional Nacional,R411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111505003,PUCA,"",Devoluciones Ventas Operacional Nacional,R411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4111505004,PUCA,"",Devoluciones Otras Ventas Operacional Nacional,R411,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4120505001,PUCA,"",Ventas Aves Vivas,A412,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4120505002,PUCA,"",Ventas Aves Reproductoras,A412,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4120505003,PUCA,"",Ventas Huevo De Consumo,A412,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4120505004,PUCA,"",Ventas Huevo Fértil,A412,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4120510001,PUCA,"",Ventas De Alimentos Para Animales ABA,A412,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4120510002,PUCA,"",Ventas De Semielaborado ABA,A412,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4121005001,PUCA,"",Venta De Pollo Entero,I412,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4121005002,PUCA,"",Venta De Pollo Partido,I412,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4121005003,PUCA,"",Venta de Pollo Deshuesado y cortes especiales,I412,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4121005004,PUCA,"",Venta De Pollo Ulterior,I412,HNL,"",,1000,X,"","","",t
2025-08-27 22:33:21.253,DBULNES,2025-08-27 22:33:21.253,DBULNES,4121005005,PUCA,"",Venta De Pavipollo,I412,HNL,"",,1000,X,"","","",t
